2023-10-26 16:30:55,530 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-10-26 16:30:55,560 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-10-26 16:30:55,561 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-10-26 16:30:55,561 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-10-26 16:30:55,565 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-10-26 16:30:55,565 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-10-26 16:30:55,566 INFO  SwAddin.cs: 201 - Setting up command manager
2023-10-26 16:30:55,566 INFO  SwAddin.cs: 204 - Adding command manager
2023-10-26 16:30:55,569 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-10-26 16:30:55,570 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-10-26 16:30:55,570 INFO  SwAddin.cs: 210 - Adding event handlers
2023-10-26 16:30:55,722 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-10-26 17:56:00,440 INFO  SwAddin.cs: 294 - Assembly export called for file TH01-DUMMY.SLDASM
2023-10-26 17:56:03,928 INFO  SwAddin.cs: 313 - Saving assembly
2023-10-26 17:56:04,148 INFO  SwAddin.cs: 316 - Opening property manager
2023-10-26 17:56:04,175 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TH01-DUMMY.SLDASM
2023-10-26 17:56:04,203 INFO  ExportHelperExtension.cs: 1136 - Found 90 in TH01-DUMMY.SLDASM
2023-10-26 17:56:04,204 INFO  ExportHelperExtension.cs: 1145 - Found 13 features of type [CoordSys] in TH01-DUMMY.SLDASM
2023-10-26 17:56:04,204 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-10-26 17:56:04,205 INFO  ExportHelperExtension.cs: 1160 - 15 components to check
2023-10-26 17:56:04,206 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TH01-FEMUR_R_DUMMY-1
2023-10-26 17:56:04,206 INFO  ExportHelperExtension.cs: 1136 - Found 37 in TH01-FEMUR_R_DUMMY-1
2023-10-26 17:56:04,207 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TH01-FEMUR_R_DUMMY-1
2023-10-26 17:56:04,207 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TH01-ANKLE_DUMMY-2
2023-10-26 17:56:04,207 INFO  ExportHelperExtension.cs: 1136 - Found 28 in TH01-ANKLE_DUMMY-2
2023-10-26 17:56:04,208 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TH01-ANKLE_DUMMY-2
2023-10-26 17:56:04,208 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AR01-HIP_BODY_RACK_RevA-1
2023-10-26 17:56:04,208 INFO  ExportHelperExtension.cs: 1136 - Found 64 in AR01-HIP_BODY_RACK_RevA-1
2023-10-26 17:56:04,208 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AR01-HIP_BODY_RACK_RevA-1
2023-10-26 17:56:04,209 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TH01-HIPBASE_DUMMY-1
2023-10-26 17:56:04,209 INFO  ExportHelperExtension.cs: 1136 - Found 30 in TH01-HIPBASE_DUMMY-1
2023-10-26 17:56:04,209 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TH01-HIPBASE_DUMMY-1
2023-10-26 17:56:04,210 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TH01-ABAD_DUMMY-2
2023-10-26 17:56:04,210 INFO  ExportHelperExtension.cs: 1136 - Found 31 in TH01-ABAD_DUMMY-2
